MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
245,25,122,11,0,0,91,7,4,6,11,0,45,-8,0,0,-8,-8,-8,1,-8,100,Good
233,7,82,8,1,1,78,4,2,4,9,2,22,0,0,0,0,-8,0,2,0,60,Good
240,15,97,29,0,0,100,-7,7,8,29,0,10,-7,0,0,84,-8,6,1,4,90,Good
343,6,101,44,1,1,96,2,1,3,47,2,28,0,1,1,86,54,13,7,9,84,Bad
162,16,102,17,3,2,70,10,4,4,23,0,39,-8,0,0,57,6,4,3,1,89,Bad
247,21,99,28,0,0,100,-7,7,8,32,0,32,15,0,0,20,30,5,3,1,67,Good
241,40,213,26,0,0,100,-7,7,8,27,0,26,5,0,0,32,-8,5,1,1,75,Good
272,19,102,24,0,0,100,-7,7,8,24,0,13,7,0,0,34,-8,4,1,1,42,Good
319,3,91,15,0,0,100,-7,7,8,17,2,24,0,5,5,3,-8,2,1,0,50,Bad
177,9,73,31,1,0,85,2,4,5,34,3,62,0,0,0,5,5,3,4,0,64,Bad
263,21,116,25,0,0,100,-7,7,8,25,0,64,21,0,0,48,-8,3,2,0,71,Bad
186,5,76,16,0,0,100,-7,7,8,16,1,44,0,2,2,83,39,2,3,1,71,Good
304,3,111,31,0,0,97,51,6,6,31,2,13,0,2,2,19,96,8,2,1,59,Bad
164,7,64,21,0,0,86,5,4,6,21,1,19,0,0,0,70,52,5,1,1,75,Good
77,4,41,24,0,0,92,5,4,6,24,2,38,0,6,6,57,90,9,3,2,86,Bad
138,2,67,12,0,0,100,-7,7,8,13,2,31,0,2,2,33,62,3,3,0,75,Good
159,6,87,28,6,6,81,6,0,2,36,2,36,3,1,1,35,-8,6,2,2,80,Good
138,6,89,13,0,0,100,-7,7,8,17,1,41,6,0,0,8,-8,2,1,0,75,Good
233,4,96,12,0,0,92,2,4,6,12,5,17,0,8,8,6,-8,2,2,0,50,Bad
151,2,34,10,0,0,100,-7,7,8,12,7,25,0,4,4,53,-8,6,-8,1,67,Bad
243,7,91,25,0,0,100,-7,7,8,26,1,28,19,0,0,25,-8,4,1,1,83,Good
172,3,72,39,0,0,100,-7,7,8,42,2,43,18,0,0,1,98,3,3,0,55,Good
117,2,75,10,0,0,91,72,6,6,11,2,55,-8,0,0,5,51,1,4,-8,83,Bad
117,10,45,11,1,1,91,3,4,6,11,1,36,0,3,3,105,-8,4,1,2,83,Bad
300,3,84,30,2,2,80,5,4,2,35,1,54,0,0,0,44,71,9,7,2,100,Bad
232,3,81,20,0,0,100,-7,7,8,20,3,35,0,1,1,46,94,4,5,3,75,Good
253,3,74,31,1,1,97,2,0,6,31,1,42,0,2,2,11,92,4,6,0,80,Bad
360,3,115,26,0,0,100,-7,7,8,28,1,39,1,2,2,4,-8,4,1,0,45,Good
185,3,65,27,0,0,100,-7,7,8,27,4,48,0,5,5,46,26,5,4,1,69,Good
106,8,46,21,0,0,95,9,4,6,21,3,33,0,6,6,62,81,3,4,1,78,Bad
213,19,107,33,1,0,97,19,6,5,54,0,15,0,2,2,32,27,4,2,3,44,Bad
150,17,70,22,3,3,84,0,4,4,26,0,76,1,1,1,-8,43,-8,4,-8,100,Bad
340,1,137,9,0,0,100,-7,7,8,2,1,10,-7,0,0,18,-8,3,-8,0,75,Good
324,9,119,32,1,0,94,1,4,5,36,1,44,0,0,0,64,72,9,5,3,83,Bad
267,22,173,13,0,0,92,72,6,6,14,0,8,-7,0,0,71,-8,2,1,1,50,Good
117,1,48,13,1,0,87,72,6,5,15,1,47,-7,3,3,42,100,3,2,0,100,Bad
293,11,142,20,1,0,38,2,4,5,24,1,50,3,13,13,9,32,4,4,2,62,Bad
205,3,77,34,1,1,86,3,0,6,37,3,31,5,3,3,26,64,5,5,0,71,Good
7,4,6,2,0,0,100,-7,7,8,2,2,0,0,4,4,66,-8,2,-8,0,100,Bad
201,4,62,33,0,0,88,6,4,6,33,5,30,-7,2,2,71,70,6,5,4,61,Bad
138,5,52,18,0,0,100,-7,7,8,18,1,44,0,1,1,9,67,5,4,0,69,Bad
157,3,74,35,0,0,100,-7,7,8,35,3,11,-7,3,3,2,5,1,3,0,44,Good
336,5,111,17,2,1,74,1,0,2,20,2,32,-7,0,0,39,-8,5,2,0,88,Bad
146,7,76,30,0,0,100,-7,7,8,30,2,33,0,0,0,41,-8,5,1,2,75,Good
138,6,75,42,0,0,100,-7,5,8,46,2,46,0,1,1,89,92,6,2,2,100,Bad
194,8,76,24,1,1,88,9,4,2,26,2,48,-7,0,0,69,77,7,6,6,76,Bad
95,2,46,30,0,0,100,-7,7,8,32,3,44,7,0,0,32,110,2,6,0,67,Bad
172,14,72,13,0,0,100,-7,7,8,13,0,46,16,0,0,0,82,0,2,0,40,Good
139,5,50,37,2,2,95,39,6,3,42,5,27,0,6,6,12,95,4,3,0,36,Bad
147,2,107,7,6,6,89,78,0,2,12,1,33,0,6,5,1,-8,1,-8,1,50,Bad
190,4,88,30,0,0,100,-7,7,8,32,2,53,-7,0,0,62,41,2,3,0,83,Good
252,17,78,17,1,1,100,-7,7,8,20,0,50,-7,1,1,85,67,3,3,3,86,Good
251,12,89,22,0,0,100,-7,7,8,36,0,50,-8,0,0,16,27,2,2,0,50,Good
186,15,71,15,0,0,100,-7,7,8,15,0,27,0,0,0,13,75,1,2,0,50,Good
170,5,66,25,0,0,69,2,4,6,26,1,15,4,2,2,39,-8,8,1,1,56,Bad
200,28,69,3,0,0,100,-7,7,8,6,0,0,0,1,1,30,-8,2,-8,1,100,Bad
65,14,31,13,1,1,100,-7,6,8,13,0,8,10,0,0,15,14,5,1,0,88,Good
213,6,65,14,1,1,72,35,6,4,18,4,33,0,1,1,68,91,3,1,0,80,Good
269,0,61,40,0,0,98,59,6,6,46,4,17,0,1,1,49,72,6,3,3,45,Bad
198,2,55,30,0,0,100,-7,7,8,31,3,45,0,1,1,37,87,4,4,2,67,Good
183,1,48,11,0,0,100,-7,7,8,12,2,25,-7,2,1,58,31,3,2,1,83,Bad
172,5,59,9,1,1,62,2,4,4,13,1,69,4,1,1,13,64,2,3,0,83,Bad
285,1,96,13,1,0,67,8,4,5,15,1,27,0,1,1,25,-8,3,1,0,50,Bad
162,8,82,19,0,0,100,-7,7,8,21,2,24,-7,1,1,3,-8,1,1,0,33,Good
210,8,60,25,1,0,89,61,6,5,28,2,44,0,4,3,88,97,4,5,3,90,Bad
165,15,83,9,1,1,100,-7,5,8,10,0,44,0,0,0,92,-8,3,1,1,100,Bad
141,3,59,34,1,0,97,54,6,5,37,3,51,0,1,1,4,94,2,2,0,44,Good
232,15,110,28,0,0,100,-7,7,8,28,0,32,-8,0,0,5,72,3,2,0,63,Good
113,9,49,7,0,0,86,9,4,6,7,2,43,21,0,0,7,87,1,2,0,100,Good
51,30,41,9,0,0,100,-7,7,8,9,0,33,8,0,0,18,-8,2,1,1,60,Good
257,48,113,9,1,1,50,1,4,6,11,0,10,0,1,1,79,-8,6,-8,1,88,Bad
75,56,69,2,1,0,33,15,6,5,3,0,67,0,0,0,80,-8,1,1,1,100,Bad
241,5,68,37,0,0,100,-7,7,8,37,1,43,0,0,0,25,67,3,3,2,43,Bad
150,6,63,37,0,0,100,-7,7,8,40,1,18,0,0,0,3,63,2,2,0,50,Good
270,11,105,10,0,0,80,-8,6,6,10,1,90,0,0,0,-8,-8,0,4,-8,80,Good
299,6,135,24,0,0,96,25,6,6,25,1,29,5,0,0,55,77,8,2,2,71,Bad
103,17,49,19,1,1,90,5,6,2,20,0,35,9,0,0,13,-8,1,2,0,50,Good
141,9,67,28,1,0,97,50,6,5,30,3,43,0,0,0,84,89,4,4,2,89,Bad
236,4,88,39,0,0,90,27,6,6,41,4,32,0,2,1,1,56,4,1,0,63,Good
70,8,39,10,2,1,83,19,6,5,13,1,58,0,1,1,89,93,4,3,2,88,Bad
413,10,70,31,0,0,97,54,6,6,31,2,74,0,1,1,25,-8,2,1,1,43,Good
64,12,34,24,0,0,100,-7,7,8,24,0,8,0,0,0,6,-8,4,1,0,24,Bad
288,3,108,19,0,0,86,2,4,6,37,3,10,2,1,1,6,101,4,1,0,38,Good
208,4,69,20,0,0,65,3,4,6,20,2,40,0,6,6,70,100,4,3,2,64,Bad
31,6,17,7,2,2,100,-7,7,8,9,3,14,0,0,0,51,-8,4,1,1,100,Bad
165,14,95,34,0,0,100,-7,7,8,34,0,32,2,1,1,5,62,6,3,0,60,Good
282,3,65,22,0,0,95,17,6,6,22,3,55,0,1,1,0,71,0,4,0,57,Bad
342,3,122,38,0,0,100,-7,7,8,39,4,28,3,3,3,0,-8,2,2,0,43,Good
361,48,144,18,0,0,89,25,6,6,18,0,39,0,1,1,51,9,2,2,1,56,Good
165,1,73,10,0,0,100,-7,7,8,13,4,8,-8,0,0,11,-8,4,1,0,63,Good
415,10,129,20,0,0,90,5,4,6,20,1,20,-8,0,0,8,84,1,1,0,50,Good
155,7,68,29,1,1,87,22,5,2,31,1,58,3,1,1,59,67,4,2,0,60,Bad
277,4,87,25,0,0,100,-7,7,8,27,3,30,4,1,1,2,9,1,2,0,30,Good
329,12,111,19,0,0,95,1,4,6,20,0,55,0,0,0,1,86,2,4,0,67,Bad
314,4,94,64,0,0,100,-7,7,8,71,5,52,-7,7,7,82,62,25,19,15,88,Bad
264,5,53,16,0,0,100,-7,7,8,27,1,75,-8,0,0,42,23,2,3,0,83,Good
137,2,46,5,5,3,55,3,3,2,11,3,55,0,3,3,94,88,2,2,2,80,Good
134,5,71,24,1,1,92,2,4,6,26,2,42,-7,2,2,28,54,6,1,0,78,Bad
216,1,72,41,0,0,100,-7,7,8,42,4,24,0,10,10,25,88,3,4,0,50,Bad
-8,1,45,11,0,0,100,-7,7,8,0,2,46,1,1,1,10,95,1,2,0,50,Good
96,2,49,15,1,1,78,13,6,6,19,2,44,0,6,6,0,95,0,2,0,40,Bad
169,12,73,53,1,1,100,-7,6,8,56,0,63,0,1,1,40,51,5,7,1,80,Bad
190,27,101,22,0,0,96,67,6,6,34,0,30,-8,1,1,36,-8,3,2,2,60,Good
28,5,13,5,1,1,100,-7,6,8,7,5,71,0,1,1,5,95,1,5,0,86,Good
201,2,75,25,1,0,93,3,3,5,28,3,32,-7,5,5,59,64,6,4,3,71,Bad
112,23,73,15,0,0,100,-7,7,8,15,0,40,-7,0,0,1,48,2,2,0,50,Good
148,7,101,43,0,0,93,9,4,6,7,2,16,-7,1,1,51,89,13,3,4,59,Good
38,1,21,9,1,1,100,-7,7,8,11,3,20,0,4,4,24,-8,4,-8,1,75,Good
157,2,54,28,0,0,86,26,6,6,31,4,24,9,0,0,73,46,7,3,2,83,Good
149,14,52,22,1,1,95,19,6,6,23,0,68,0,0,0,28,91,5,4,0,100,Bad
357,1,125,15,0,0,100,-7,7,8,18,2,39,-8,1,0,6,31,4,2,0,55,Good
177,3,62,33,0,0,94,12,6,6,33,1,12,-7,1,1,10,-8,5,1,0,46,Good
210,14,102,13,0,0,93,79,6,6,14,0,29,13,0,0,20,-8,2,1,1,75,Good
204,46,105,11,1,0,77,13,6,5,15,0,31,0,3,3,65,-8,4,1,3,83,Good
134,6,48,11,1,1,60,3,4,4,26,2,40,17,0,0,49,91,4,3,0,70,Bad
137,26,89,19,0,0,100,-7,7,8,15,0,58,7,0,0,1,0,1,5,0,78,Bad
178,1,45,48,0,0,100,-7,7,8,49,8,20,0,2,2,32,-8,11,3,4,52,Good
152,11,75,6,2,0,63,32,6,5,8,1,13,0,0,0,0,-8,0,1,-8,33,Good
465,14,138,24,0,0,100,-7,7,8,26,0,38,22,0,0,26,-8,3,-8,0,43,Bad
71,11,48,7,1,0,88,1,3,5,8,1,75,0,0,0,-8,53,1,1,-8,100,Bad
115,16,55,21,0,0,96,14,6,6,26,0,58,0,0,0,56,84,5,4,1,82,Bad
231,1,65,32,0,0,100,-7,7,8,34,5,38,1,3,3,52,85,8,5,4,68,Bad
201,1,73,23,0,0,100,-7,7,8,25,2,40,0,2,2,42,101,5,2,3,64,Bad
214,8,86,29,1,1,94,1,4,4,31,2,26,0,1,1,71,23,3,4,1,62,Bad
177,8,53,16,0,0,100,-7,7,8,16,2,38,0,1,1,4,41,2,2,0,57,Good
266,23,107,23,0,0,100,-7,7,8,24,0,50,2,2,2,57,75,5,4,2,64,Good
102,7,52,35,1,1,100,-7,6,8,35,2,49,-7,1,1,87,76,5,3,3,80,Bad
158,13,72,27,0,0,100,-7,7,8,27,0,41,0,0,0,70,62,3,2,2,63,Good
165,36,88,12,0,0,100,-7,7,8,12,0,50,-8,0,0,18,-8,1,1,0,67,Good
310,1,123,21,0,0,96,71,6,6,23,3,26,0,3,3,73,70,5,2,1,58,Good
208,1,74,43,0,0,98,12,6,6,33,3,27,3,3,3,36,88,8,4,2,57,Good
216,6,66,20,0,0,100,-7,7,8,20,2,45,2,1,1,4,75,3,2,1,45,Good
74,3,30,14,1,0,76,23,6,5,17,4,53,0,0,0,13,94,3,5,0,80,Bad
164,5,56,30,0,0,87,2,4,6,31,2,39,0,2,2,72,96,4,3,2,88,Bad
217,5,98,32,0,0,91,1,4,6,38,1,31,17,0,0,24,92,6,3,0,64,Good
306,4,100,28,4,4,93,38,0,6,29,2,25,0,1,1,60,77,11,3,8,70,Bad
274,3,44,22,0,0,95,26,6,6,22,5,32,0,5,4,1,-8,2,3,0,45,Good
270,1,91,35,0,0,94,22,6,6,36,2,8,0,0,0,40,-8,11,1,1,57,Bad
178,16,87,16,4,2,71,19,6,4,22,0,48,0,2,2,96,59,2,3,1,75,Good
142,2,60,11,1,1,92,3,0,2,13,1,46,0,0,0,91,87,7,4,3,100,Bad
57,2,37,7,3,2,45,16,6,2,11,3,9,-7,0,0,46,-8,4,1,1,83,Bad
186,14,84,24,1,0,73,11,4,5,26,0,31,19,0,0,10,68,5,3,1,57,Bad
140,16,61,13,0,0,100,-7,7,8,13,0,46,2,1,1,1,72,1,2,0,60,Good
242,13,87,43,0,0,98,18,6,6,59,0,26,0,2,1,13,81,4,2,2,33,Bad
91,3,38,40,0,0,100,-7,7,8,40,3,28,0,13,13,21,61,6,4,1,42,Bad
226,2,66,35,0,0,100,-7,7,8,36,2,47,0,0,0,2,77,5,7,0,62,Bad
368,10,155,16,0,0,100,-7,7,8,17,1,18,2,1,1,7,-8,4,1,0,71,Good
215,9,75,27,2,2,90,6,4,6,82,2,76,-7,2,2,79,100,2,2,-8,100,Bad
197,7,86,25,0,0,88,3,4,6,26,2,27,-7,1,1,82,-8,7,1,3,82,Bad
330,15,169,25,0,0,100,-7,7,8,19,0,16,15,0,0,35,56,5,1,3,41,Good
150,26,165,31,0,0,95,1,4,6,10,0,37,1,3,3,7,-8,4,2,0,46,Good
172,4,81,25,0,0,100,-7,7,8,12,2,32,4,0,0,28,-8,6,1,1,64,Good
81,3,44,19,0,0,89,8,4,6,20,2,21,-7,0,0,36,-8,7,1,1,89,Bad
33,33,33,0,0,0,0,21,6,6,1,0,100,0,2,2,-8,-8,-8,1,-8,100,Bad
175,9,79,21,0,0,100,-7,7,8,21,1,10,1,2,2,8,-8,1,1,0,25,Good
314,32,110,12,0,0,100,-7,7,8,12,0,42,0,0,0,24,48,4,2,-8,100,Good
245,184,215,2,0,0,100,-7,7,8,37,0,0,22,0,0,3,-8,1,-8,0,50,Good
103,8,45,20,0,0,100,-7,7,8,21,2,52,0,1,1,71,90,1,3,1,80,Good
128,3,68,12,1,1,85,27,6,3,13,3,23,0,0,0,80,99,6,2,1,80,Bad
203,5,62,28,2,2,96,4,4,6,29,1,21,1,3,3,1,-8,2,1,1,25,Good
212,4,96,18,0,0,100,-7,7,8,18,1,28,5,0,0,62,34,2,2,1,56,Good
239,4,91,32,1,1,88,28,6,2,34,2,27,-7,1,1,91,-8,7,-8,3,58,Bad
271,3,58,39,1,0,98,8,4,5,43,2,40,0,6,6,12,92,4,3,0,64,Good
283,26,121,13,0,0,100,-7,7,8,16,0,44,0,0,0,0,82,1,1,0,40,Good
241,4,63,28,0,0,100,-7,7,8,28,6,18,0,4,4,5,-8,3,1,0,22,Good
289,4,105,48,0,0,100,-7,6,7,51,1,29,0,2,2,40,79,5,3,1,44,Good
249,13,108,21,0,0,100,-7,7,8,21,0,29,13,0,0,4,28,5,1,0,55,Good
21,8,16,3,0,0,100,-7,7,8,3,1,67,0,1,1,4,87,1,2,-8,100,Bad
161,4,69,9,0,0,73,14,6,6,11,3,55,0,0,0,78,46,1,4,1,100,Bad
410,6,102,45,0,0,85,3,4,6,46,3,24,0,1,0,65,77,14,3,5,75,Bad
204,20,114,27,0,0,85,4,4,6,27,0,19,-8,0,0,8,-8,2,1,0,50,Good
222,6,93,16,0,0,100,-7,7,8,16,1,44,7,0,0,6,90,1,2,0,100,Good
-8,7,19,27,0,0,100,-7,7,8,0,5,0,1,3,3,41,-8,4,-8,2,36,Bad
-8,2,70,16,0,0,100,-7,7,8,17,1,29,0,3,3,68,66,4,2,2,86,Bad
298,5,96,28,0,0,93,22,6,6,28,4,25,0,0,0,16,36,5,4,0,50,Good
166,6,78,16,0,0,78,13,6,6,18,1,56,0,0,0,51,3,3,2,1,83,Bad
75,4,41,24,0,0,100,-7,7,8,25,2,32,4,2,2,54,79,6,4,3,71,Good
377,3,121,45,0,0,100,-7,7,8,46,2,46,0,0,0,20,83,6,2,0,67,Good
343,6,83,43,0,0,98,67,6,6,43,1,23,5,0,0,14,80,7,3,0,50,Good
44,2,28,13,2,2,100,-7,6,8,15,2,86,0,2,2,18,66,2,2,-8,100,Bad
179,2,59,25,0,0,96,46,6,6,28,7,29,2,2,2,39,85,4,4,1,73,Good
442,5,202,18,0,0,100,-7,7,8,18,1,28,-8,0,0,0,95,2,1,0,38,Good
272,22,126,16,0,0,100,-7,7,8,16,0,25,1,1,1,9,43,2,2,0,40,Bad
117,6,54,14,0,0,93,31,6,6,14,3,21,-7,0,0,2,-8,2,1,0,43,Bad
163,84,109,9,0,0,100,-7,7,8,9,0,33,-8,0,0,28,-8,3,1,0,67,Good
153,8,55,8,2,2,78,7,4,4,9,2,22,0,0,0,28,-8,4,1,0,71,Bad
295,5,99,43,0,0,100,-7,7,8,48,3,40,0,1,1,3,-8,5,2,-8,78,Good
224,12,109,29,0,0,94,1,4,6,31,0,35,0,1,1,27,-8,2,1,0,33,Good
11,2,7,10,0,0,100,-7,7,8,12,12,25,0,10,10,18,-8,7,1,0,80,Bad
211,2,60,28,0,0,90,13,6,6,61,3,14,-7,1,1,13,96,5,3,0,33,Bad
240,8,78,19,0,0,85,7,4,6,20,1,45,7,0,0,53,67,5,3,3,89,Bad
294,8,93,35,0,0,100,-7,7,8,60,2,23,0,1,1,2,71,1,4,0,24,Good
319,8,15,4,1,0,80,17,6,5,18,2,20,1,1,1,103,61,3,1,1,80,Good
72,4,30,13,0,0,100,-7,7,8,13,3,62,0,9,8,41,88,3,5,0,80,Bad
219,13,90,30,0,0,100,-7,7,8,30,0,33,0,2,2,28,-8,9,2,1,79,Good
338,2,109,16,2,2,90,65,6,2,21,1,14,0,1,1,2,-8,1,1,0,22,Good
374,9,124,25,0,0,88,21,6,6,23,2,24,8,0,0,4,-8,5,3,0,57,Good
130,12,46,26,0,0,100,-7,7,8,26,0,12,0,0,0,4,-8,2,-8,0,40,Bad
154,3,65,27,0,0,100,-7,7,8,27,6,37,0,2,2,85,74,8,3,5,79,Bad
141,8,75,19,0,0,100,-7,7,8,19,1,42,0,0,0,99,91,1,2,1,100,Bad
311,14,67,21,2,2,74,15,6,4,30,0,10,0,0,0,79,36,7,2,3,100,Bad
141,1,66,10,0,0,83,15,6,6,12,2,25,0,1,1,49,94,2,1,1,33,Bad
276,2,74,24,1,1,96,3,1,3,26,4,23,0,2,2,59,73,6,2,1,69,Good
140,24,81,5,0,0,100,-7,7,8,5,0,40,-8,0,0,2,-8,1,1,0,50,Good
218,2,83,19,4,1,78,14,6,4,27,2,59,2,1,1,61,63,2,6,1,67,Bad
15,2,8,8,0,0,100,-7,7,8,10,7,20,0,3,3,31,100,5,2,0,70,Bad
85,13,42,14,1,1,80,5,4,4,15,0,27,-7,0,0,49,-8,3,1,1,67,Bad
230,15,77,25,0,0,92,1,4,6,25,0,20,-7,0,0,6,83,2,2,0,57,Good
-8,2,159,20,1,1,95,34,6,4,0,1,0,-7,0,0,0,-8,1,-8,0,13,Bad
314,1,102,25,0,0,100,-7,7,8,26,3,31,0,4,4,13,84,3,4,1,50,Good
110,1,52,33,1,1,97,28,6,2,37,4,22,0,6,6,12,99,6,2,0,42,Bad
224,4,63,18,1,0,84,10,4,5,19,5,26,0,0,0,15,-8,4,1,1,56,Bad
176,3,71,29,0,0,100,-7,6,7,32,3,34,-7,4,4,1,-8,2,1,0,50,Good
236,28,142,19,0,0,100,-7,7,8,11,0,11,-7,0,0,1,-8,2,1,0,30,Good
255,2,92,41,0,0,98,11,6,6,42,1,17,0,3,3,9,-8,9,-8,1,53,Good
199,5,73,37,0,0,97,77,6,6,39,4,16,0,2,2,25,-8,6,2,2,50,Bad
152,2,58,30,0,0,91,71,5,6,32,5,44,0,4,4,67,57,5,5,2,91,Good
211,1,79,29,0,0,97,9,4,6,30,1,50,1,4,4,33,65,5,3,1,80,Good
433,17,139,35,0,0,97,79,6,6,35,0,26,-8,0,0,53,66,10,2,4,60,Good
121,9,64,33,0,0,100,-7,6,8,34,4,35,0,2,2,35,64,10,2,1,92,Good
82,10,31,4,0,0,100,-7,7,8,4,1,25,-7,1,1,81,62,3,1,-8,100,Bad
139,13,68,4,1,0,80,8,3,5,5,0,60,0,1,1,0,93,0,2,-8,67,Bad
154,2,83,9,2,1,81,20,6,4,16,3,44,0,6,3,49,92,6,2,2,100,Bad
131,40,132,8,1,1,90,15,6,3,10,0,50,-8,0,0,3,40,1,1,0,40,Good
185,32,130,6,3,2,67,17,6,2,9,0,11,0,0,0,5,-8,1,1,0,50,Good
323,19,118,15,0,0,100,-7,7,8,15,0,40,10,1,0,0,-8,1,3,0,50,Bad
94,2,83,16,0,0,100,-7,7,8,15,1,28,1,2,1,41,-8,4,1,1,56,Bad
294,3,71,28,0,0,100,-7,7,8,28,3,29,2,2,2,51,6,6,2,2,73,Good
444,12,78,18,0,0,100,-7,7,8,16,0,22,-8,0,0,74,-8,5,-8,4,63,Bad
106,2,52,7,3,3,73,64,6,3,11,1,36,1,4,4,90,99,1,2,1,75,Good
218,9,52,28,0,0,97,54,6,6,29,1,41,0,5,5,35,-8,5,2,1,70,Bad
29,3,20,11,0,0,100,-7,7,8,11,3,18,0,2,1,6,-8,3,1,0,44,Good
166,20,65,24,0,0,100,-7,7,8,24,0,42,19,0,0,2,52,2,6,0,62,Good
103,5,47,36,0,0,100,-7,7,8,36,3,31,-7,1,1,80,80,8,4,5,71,Bad
154,2,71,27,0,0,100,-7,7,8,28,2,29,0,0,0,39,66,5,3,0,62,Good
100,57,98,7,0,0,100,-7,7,8,18,0,0,-8,0,0,9,-8,2,-8,0,50,Good
217,3,88,29,1,1,93,24,6,6,31,6,50,-7,1,1,10,61,2,3,0,67,Good
246,0,107,30,0,0,100,-7,5,8,32,3,13,0,1,1,47,79,17,2,2,71,Good
489,3,63,29,0,0,93,21,6,6,27,3,47,0,2,2,31,80,2,4,1,46,Bad
217,11,109,24,0,0,88,18,6,6,24,1,17,0,5,4,61,-8,5,1,3,50,Good
255,39,111,11,1,0,75,3,4,5,12,0,50,6,0,0,91,83,5,1,2,100,Bad
262,2,98,22,0,0,100,-7,7,8,23,1,17,0,1,1,8,60,5,2,1,50,Good
130,11,61,14,0,0,100,-7,7,8,14,2,43,0,1,1,0,61,2,2,0,67,Bad
183,2,72,34,0,0,94,4,4,6,35,3,37,3,1,1,43,87,8,2,3,63,Bad
270,9,70,26,0,0,100,-7,7,8,27,2,15,0,0,0,57,41,3,3,3,55,Bad
101,13,63,31,0,0,100,-7,7,8,32,0,9,0,1,1,36,3,2,2,1,40,Good
255,2,99,9,1,0,50,4,4,5,14,1,43,0,1,1,64,56,4,4,2,80,Bad
226,15,144,24,0,0,83,0,4,6,7,0,38,7,0,0,89,58,12,3,4,94,Bad
169,6,72,46,1,1,93,73,0,6,46,6,30,-7,0,0,24,72,5,5,1,50,Bad
150,5,76,24,0,0,100,-7,7,8,25,1,16,12,0,0,2,-8,4,1,1,45,Good
209,10,110,21,2,1,92,14,6,5,24,1,42,-7,3,3,57,80,4,2,2,100,Bad
164,12,78,48,1,1,94,6,4,6,50,0,29,0,2,2,67,56,4,10,2,74,Bad
49,5,25,7,0,0,89,28,6,6,9,2,89,-7,2,2,113,97,1,2,1,100,Bad
137,3,62,31,1,1,91,13,6,3,33,5,36,0,0,0,9,-8,4,1,0,36,Bad
144,3,24,23,0,0,100,-7,7,8,24,4,9,1,4,4,60,-8,7,2,3,63,Bad
202,8,67,20,2,1,81,6,3,5,22,1,27,0,1,1,81,81,6,3,4,83,Bad
147,8,79,19,1,1,84,23,6,6,20,1,63,0,2,2,35,17,1,3,1,57,Bad
178,8,79,56,0,0,100,-7,5,8,59,2,17,0,1,1,48,33,12,4,3,70,Bad
484,16,142,8,1,0,80,67,6,5,10,0,40,0,1,1,11,53,3,1,0,100,Bad
228,10,86,18,1,1,85,7,0,2,20,1,55,0,1,1,47,44,3,5,1,83,Bad
156,14,63,17,2,2,82,-8,5,6,19,0,24,0,1,1,35,76,6,2,2,80,Bad
123,10,74,6,0,0,100,-7,7,8,5,1,43,0,1,1,13,-8,1,-8,0,100,Bad
70,1,38,8,0,0,100,-7,7,8,9,1,78,0,4,3,17,-8,2,1,-8,100,Bad
341,4,115,25,0,0,96,65,6,6,25,2,28,0,2,2,3,100,3,3,-8,64,Good
212,2,84,43,0,0,93,11,4,6,44,3,23,2,4,4,20,75,10,3,3,52,Bad
146,14,73,8,0,0,75,5,4,6,57,0,38,22,0,0,0,-8,0,1,-8,50,Bad
12,7,10,2,0,0,100,-7,7,8,2,1,50,0,1,1,103,-8,1,-8,1,100,Bad
212,7,90,1,1,1,25,2,1,3,4,1,0,0,1,1,1,-8,2,-8,0,50,Bad
222,6,94,24,0,0,100,-7,7,8,24,2,42,9,0,0,82,48,2,4,1,88,Bad
212,14,105,17,4,3,73,32,0,5,25,0,5,0,1,1,0,-8,0,1,0,33,Bad
82,6,43,20,1,0,90,7,4,5,21,1,43,3,7,4,62,91,7,4,1,73,Bad
143,6,72,14,2,1,83,23,6,2,18,2,28,0,2,2,76,-8,2,1,2,60,Good
120,3,51,9,1,1,70,51,6,6,10,3,50,2,2,1,47,89,4,2,0,86,Good
262,5,81,26,0,0,100,-7,7,8,30,2,31,-7,0,0,13,-8,6,3,0,90,Good
253,7,71,24,0,0,100,-7,7,8,52,3,52,-7,0,0,47,61,3,4,1,70,Good
214,6,112,20,0,0,95,15,6,6,16,3,30,9,0,0,24,23,5,3,0,80,Good
300,33,140,12,0,0,100,-7,7,8,13,0,31,0,0,0,15,-8,1,1,-8,50,Good
244,3,128,54,0,0,98,-8,6,6,56,3,41,0,4,4,25,97,6,3,0,90,Good
227,9,94,31,1,1,100,-7,6,8,31,1,19,1,5,5,3,-8,6,2,1,57,Good
187,13,51,31,0,0,100,-7,7,8,31,0,61,0,6,6,41,71,2,6,1,62,Bad
390,0,81,24,1,1,93,7,0,2,27,3,44,0,1,1,26,87,2,2,0,40,Bad
